Ch1 Amplitude,Ch2 Amplitude,Cluster
45.46707,647.4214,1
45.4729538,717.0336,1
45.4820023,650.721863,1
45.49736,721.3978,1
45.51595,704.7682,1
45.5255,690.4158,1
45.53282,691.1586,1
45.533596,628.972961,1
45.5408554,678.6728,1
45.5571632,708.9408,1
45.56228,747.4287,1
45.5628052,705.0674,1
45.56779,737.6926,1
45.5678978,664.894165,1
45.58086,721.2596,1
45.6072578,724.926453,1
45.6214523,734.888367,1
45.62476,699.0224,1
45.63061,725.1545,1
45.6389847,695.312561,1
45.67642,660.6376,1
45.6768074,717.176147,1
45.68566,678.887756,1
45.6911354,721.9836,1
45.6921158,684.181641,1
45.7209663,761.40686,1
45.7345123,697.6454,1
45.7472076,663.66626,1
45.74728,700.17926,1
45.75549,659.4422,1
45.75802,675.729431,1
45.7716331,653.1391,1
45.77429,645.6423,1
45.7876663,683.797058,1
45.7932968,665.310852,1
45.8076477,718.8783,1
45.80936,724.4778,1
45.8136673,707.531738,1
45.8192329,737.1235,1
45.84251,735.269653,1
45.8437347,681.5275,1
45.8549843,685.963,1
45.8557968,678.493,1
45.859375,676.374146,1
45.8612556,671.4798,1
45.86134,709.584839,1
45.86503,654.6739,1
45.86746,670.9653,1
45.8687248,668.5443,1
45.8848763,671.687,1
45.91986,734.9903,1
45.93519,651.3021,1
45.93892,683.720947,1
45.9407043,780.841,1
45.9540634,680.7813,1
45.9670563,708.90686,1
45.9722366,676.2427,1
45.9858322,714.3444,1
45.9961739,672.1523,1
46.00471,712.1347,1
46.0270958,677.9299,1
46.03059,701.565369,1
46.0310326,697.9281,1
46.0312653,660.33606,1
46.0401764,622.2237,1
46.0506248,702.446533,1
46.061512,672.393433,1
46.0711746,681.5442,1
46.08521,679.8239,1
46.09531,730.604065,1
46.1052666,727.5694,1
46.116478,692.8368,1
46.12312,722.8351,1
46.1304359,659.5099,1
46.1340981,762.1556,1
46.1361923,726.783264,1
46.13967,699.8926,1
46.1440353,699.593262,1
46.14562,690.220032,1
46.1712151,698.203735,1
46.18888,709.7685,1
46.19513,689.8092,1
46.1979637,678.8786,1
46.1997528,730.209167,1
46.2084846,642.3896,1
46.2129173,646.3022,1
46.2209854,643.625732,1
46.2401276,605.138,1
46.26211,646.4024,1
46.2798767,686.286865,1
46.3016,734.4968,1
46.30297,696.3849,1
46.3054352,723.2317,1
46.32642,732.1727,1
46.3475266,703.5716,1
46.35044,702.4189,1
46.37286,672.352539,1
46.3732872,672.701843,1
46.3797264,699.723145,1
46.3818665,704.9432,1
46.38397,689.1729,1
46.3896255,684.4828,1
46.3912048,742.393738,1
46.4036,679.0732,1
46.40595,752.1737,1
46.4095,672.073,1
46.426506,685.817444,1
46.4398346,673.402,1
46.4637527,667.693359,1
46.4734535,737.261658,1
46.4817734,732.945251,1
46.5026321,644.0995,1
46.50296,682.502136,1
46.52517,649.4509,1
46.53024,676.831238,1
46.5372047,675.850464,1
46.538578,703.763062,1
46.5400963,653.8032,1
46.54809,709.332642,1
46.55341,736.784363,1
46.5549736,688.057068,1
46.557518,737.810242,1
46.5584259,658.2114,1
46.5611038,629.6751,1
46.5671654,676.755066,1
46.57167,675.9667,1
46.5731163,663.722839,1
46.59545,733.762146,1
46.60731,687.7124,1
46.6079559,675.0697,1
46.6200523,661.0681,1
46.6230431,694.152649,1
46.6531754,672.702454,1
46.65433,734.750366,1
46.6564178,661.3535,1
46.6737,685.9507,1
46.68124,665.3624,1
46.6827164,656.974854,1
46.6862755,676.2123,1
46.68734,667.520264,1
46.6931343,661.622437,1
46.7026749,716.9338,1
46.7036,690.570251,1
46.7060356,738.1447,1
46.71552,666.0991,1
46.7186661,661.8083,1
46.7211,666.2372,1
46.7240257,683.238831,1
46.7257423,708.462646,1
46.73129,670.445251,1
46.7365952,707.630859,1
46.7483177,700.3154,1
46.74896,691.117432,1
46.7565,692.699036,1
46.7661324,705.665161,1
46.79508,724.334839,1
46.7957954,690.846069,1
46.8045654,662.556152,1
46.80817,728.725464,1
46.80828,676.904846,1
46.80852,693.404358,1
46.8175049,678.410767,1
46.81897,686.274048,1
46.8228,646.8488,1
46.823143,739.1366,1
46.82588,677.4169,1
46.8434029,685.4466,1
46.8442879,698.534058,1
46.84442,702.945557,1
46.87586,660.489868,1
46.8770561,685.0338,1
46.8858566,693.179443,1
46.8959541,695.4939,1
46.8972168,648.987244,1
46.9096,672.0422,1
46.91016,730.4216,1
46.9140739,696.4101,1
46.9161072,689.8761,1
46.92121,717.2763,1
46.92358,779.153137,1
46.9438171,678.6728,1
46.95528,692.621765,1
46.95583,647.612732,1
46.9739342,667.0351,1
46.976757,726.242,1
46.9850578,697.222534,1
46.99803,645.4589,1
47.0043144,676.0062,1
47.0046,708.1473,1
47.00837,734.256348,1
47.010437,696.3846,1
47.02794,756.908752,1
47.03255,708.993347,1
47.0360222,692.709534,1
47.046154,647.187134,1
47.0558167,706.252869,1
47.0614662,714.6191,1
47.0624657,669.8847,1
47.065464,698.2161,1
47.0796776,706.0322,1
47.1085,705.0708,1
47.1117744,714.152,1
47.1239281,646.5026,1
47.1296158,702.6463,1
47.133873,697.8489,1
47.1394,710.9708,1
47.1572876,690.3743,1
47.16934,668.5234,1
47.1826553,697.9261,1
47.1843452,705.414856,1
47.1889954,664.026,1
47.18968,700.2636,1
47.1945229,686.6026,1
47.19534,737.752441,1
47.2138062,666.1813,1
47.2143669,713.081848,1
47.220665,667.491333,1
47.224247,664.312256,1
47.2250023,653.9642,1
47.234066,680.7498,1
47.24257,608.8186,1
47.2432175,689.211548,1
47.24723,659.964233,1
47.25788,709.7731,1
47.2671471,691.688354,1
47.30299,648.0393,1
47.3047829,692.8872,1
47.3071,689.2129,1
47.3187675,709.5887,1
47.3213654,667.1192,1
47.32728,681.820557,1
47.3303642,692.1149,1
47.34628,673.050842,1
47.35849,713.6125,1
47.36999,637.1675,1
47.37286,671.511841,1
47.3922729,682.247253,1
47.39748,721.2688,1
47.3975258,705.190552,1
47.409977,658.1616,1
47.4121437,715.3151,1
47.42339,681.4898,1
47.42547,695.6512,1
47.43264,654.386353,1
47.4351959,713.9447,1
47.4422569,704.2009,1
47.45011,658.9804,1
47.4571571,684.4995,1
47.4690475,686.2807,1
47.4712067,724.789856,1
47.4811325,669.2987,1
47.4971466,683.8595,1
47.4974,666.423,1
47.51047,654.9544,1
47.51086,698.284,1
47.53057,684.0405,1
47.5542755,644.574158,1
47.5591774,703.4548,1
47.5713348,756.618,1
47.5760155,662.3821,1
47.58259,754.577759,1
47.5860519,618.6982,1
47.5879478,676.1085,1
47.5881157,747.1823,1
47.5924339,694.5318,1
47.60997,686.000854,1
47.6113625,697.9088,1
47.6136551,707.2873,1
47.61588,670.0753,1
47.6223068,680.4189,1
47.6298141,638.949,1
47.6329842,686.304749,1
47.64169,690.3819,1
47.6507454,735.5696,1
47.65676,646.2,1
47.66118,669.637146,1
47.661396,723.093933,1
47.66576,701.249451,1
47.6748657,684.0417,1
47.67638,701.3688,1
47.6833038,674.254333,1
47.69074,672.8511,1
47.6974335,708.6287,1
47.7012253,656.8381,1
47.7027321,658.0534,1
47.71047,657.529358,1
47.7149429,709.205933,1
47.7172737,680.619263,1
47.74009,657.1931,1
47.7414131,652.762451,1
47.7415733,695.6476,1
47.74853,725.5245,1
47.7531166,666.436646,1
47.75358,709.98645,1
47.755764,637.4933,1
47.7640381,683.949768,1
47.77651,671.871,1
47.7816772,683.687134,1
47.7880058,684.677246,1
47.80043,722.5892,1
47.81272,697.747742,1
47.8247871,668.592041,1
47.8284874,715.2695,1
47.85405,699.5375,1
47.8582764,679.9999,1
47.8641319,708.8878,1
47.86749,695.3923,1
47.8731422,729.5618,1
47.87919,728.8022,1
47.8832169,728.7809,1
47.888195,737.208252,1
47.888485,661.7915,1
47.9133034,711.0695,1
47.92324,650.340942,1
47.925972,644.4336,1
47.9271736,707.5753,1
47.93657,662.536255,1
47.9508476,708.507935,1
47.9542274,725.864,1
47.9543037,688.998962,1
47.95468,668.667,1
47.96552,667.853943,1
47.97829,686.4059,1
47.98274,649.2342,1
47.98298,664.473755,1
48.0058632,686.0552,1
48.0075073,661.9193,1
48.00835,651.8575,1
48.00979,684.1038,1
48.0100441,726.174744,1
48.01342,706.5984,1
48.01612,698.9611,1
48.02406,656.2431,1
48.02545,673.9358,1
48.0397873,672.2863,1
48.06324,663.74,1
48.0649,682.794861,1
48.0798836,670.1525,1
48.0858,668.889832,1
48.0894547,690.053,1
48.08979,675.6007,1
48.1122932,704.207642,1
48.11532,677.670349,1
48.11612,660.2636,1
48.1200142,680.49,1
48.12151,752.576233,1
48.1319122,722.5457,1
48.13556,637.5548,1
48.1379128,628.5296,1
48.13987,678.5542,1
48.14073,701.935852,1
48.1437569,663.710266,1
48.148468,706.124939,1
48.1491547,718.4875,1
48.16992,670.1791,1
48.18557,645.753845,1
48.1969757,716.1238,1
48.20071,718.124146,1
48.2009468,638.991943,1
48.2013474,708.3814,1
48.2017937,683.7228,1
48.2134438,652.0107,1
48.2183723,642.2349,1
48.2198677,723.2967,1
48.2242279,715.5295,1
48.2277145,680.406,1
48.22969,691.4553,1
48.2301636,652.0554,1
48.2332077,732.178162,1
48.23494,700.5999,1
48.2397881,718.6995,1
48.2416153,719.522034,1
48.2425423,665.177368,1
48.24405,685.494751,1
48.2493858,698.1379,1
48.2506943,685.4819,1
48.2559471,698.4508,1
48.2598152,715.9276,1
48.2610931,671.812866,1
48.2651558,638.481567,1
48.2652779,686.4482,1
48.2721977,685.280151,1
48.2780228,718.7059,1
48.28847,673.012,1
48.2967453,656.6127,1
48.3047,700.247131,1
48.3156967,718.92395,1
48.3170433,637.4125,1
48.3218231,681.1994,1
48.3409958,647.3548,1
48.3450165,663.4979,1
48.3471451,674.6998,1
48.35053,659.444,1
48.35198,702.9058,1
48.35329,674.2022,1
48.3548164,663.819458,1
48.3686333,691.716553,1
48.37106,692.655457,1
48.3751869,689.243347,1
48.3941574,670.7052,1
48.39649,708.405457,1
48.40696,672.751648,1
48.4233055,687.645752,1
48.4241028,653.854858,1
48.42481,699.537842,1
48.4261131,694.697266,1
48.426548,646.975342,1
48.4274,691.992554,1
48.429657,700.6858,1
48.43774,693.1035,1
48.4467163,700.220459,1
48.4566078,717.9457,1
48.4590759,733.0074,1
48.46321,700.290344,1
48.4650269,695.62854,1
48.4682,704.26355,1
48.472187,702.852966,1
48.4742851,650.589233,1
48.4830551,683.0333,1
48.48604,711.638855,1
48.48606,697.3867,1
48.5000648,648.351868,1
48.50342,698.7012,1
48.5037346,742.8585,1
48.5086327,693.7529,1
48.5227127,727.2129,1
48.53223,696.650757,1
48.5395737,708.2603,1
48.5397949,637.123657,1
48.5445442,682.536743,1
48.5462837,666.421448,1
48.54858,702.92804,1
48.5503731,678.329,1
48.56189,626.267334,1
48.5638275,687.727051,1
48.5722656,714.8389,1
48.57589,696.3858,1
48.5780449,688.9811,1
48.5875549,686.605469,1
48.59376,705.8438,1
48.5945244,649.2117,1
48.60084,734.0245,1
48.60166,674.63855,1
48.6099663,649.4701,1
48.61137,690.2635,1
48.6130066,723.9518,1
48.62764,669.4497,1
48.6306152,705.4479,1
48.66195,685.8244,1
48.67294,650.8504,1
